customer_id,join_date,last_purchase_date,age,gender,location,responded_to_Buy_One_Get_One,responded_to_Discount,responded_to_Free_Shipping,Buy_One_Get_One_response_date,Discount_response_date,Free_Shipping_response_date,number_of_site_visits,number_of_emails_opened,number_of_clicks,customer_life_months,total_spend,monthly_spend,CLV,Recency,Frequency
1968,2021-01-30,2021-04-28,67.0,Male,Kaitlynstad,0,0,0,,,,17,3,5.0,2.933333333333333,11375.4,3877.977272727273,7631.0,1164,8.522727272727273
1969,2021-08-28,2023-07-23,28.0,Female,Gillespieberg,1,0,1,2022-07-07,,2022-03-05,108,121,25.0,23.133333333333333,13705.7,592.4654178674352,7991.445996917809,348,0.9077809798270894
1970,2024-03-26,2024-04-17,32.0,Male,North Brittanyberg,2,0,0,2024-04-06,,,8,1,1.0,0.7333333333333333,4525.53,6171.177272727273,7631.0,79,8.181818181818182
1971,2020-01-02,2022-12-05,61.0,Female,Kathybury,0,0,0,,,,363,105,69.04999999999927,35.6,15060.16,423.038202247191,5706.133802813877,578,0.7022471910112359
1972,2021-01-21,2023-03-21,30.0,Male,Kennethside,2,0,0,2023-02-17,,,297,53,2.0,26.3,11204.74,426.0357414448669,5746.565989907759,472,0.7604562737642585
1973,2023-03-18,2023-08-10,36.0,Female,Lake Elizabeth,0,0,1,,,2023-04-26,53,2,10.0,4.833333333333333,1437.05,297.32068965517243,4010.398182729557,330,0.4137931034482759
1974,2020-01-12,2023-02-02,25.0,Female,South Christine,2,0,2,2022-06-16,,2022-09-16,83,54,69.04999999999927,37.233333333333334,412.83000000000004,11.087645478961505,149.55526078978085,519,0.05371530886302596
1975,2021-09-30,2022-05-01,49.0,Female,Phillipsborough,2,0,0,2022-01-09,,,79,5,6.0,7.1,1193.63,168.11690140845073,2267.638073477224,796,0.14084507042253522
1976,2024-03-30,2024-05-19,20.0,Female,Martinstad,0,1,1,,2024-04-27,2024-04-15,3,6,3.0,1.6666666666666667,11290.19,6774.114,7631.0,47,10.2
1977,2024-02-07,2024-02-15,22.0,Female,Livingstonview,0,1,0,,2024-02-07,,2,1,1.0,0.26666666666666666,5774.47,21654.2625,7631.0,141,37.5
1978,2021-08-11,2023-05-18,25.0,Female,North Brianstad,0,0,0,,,,269,55,4.0,21.5,6380.16,296.75162790697675,4002.7224161911713,414,0.5581395348837209
1979,2022-10-08,2023-03-26,64.0,Male,Jasonville,0,0,0,,,,65,5,8.0,5.633333333333334,14221.64,2524.5514792899407,34052.311248483136,467,3.9053254437869818
1980,2021-12-08,2022-07-28,61.0,Female,Taylortown,1,0,0,2022-04-02,,,55,20,7.0,7.733333333333333,1145.9099999999999,148.17801724137928,1998.6932350873426,708,0.646551724137931
1981,2021-04-21,2024-02-12,45.0,Male,South Cindybury,0,0,1,,,2023-06-27,6,139,69.04999999999927,34.233333333333334,12807.970000000001,374.1373904576436,5046.537166729627,144,0.5842259006815969
1982,2020-08-12,2022-02-22,67.0,Female,Kevinmouth,0,0,0,,,,216,35,54.0,18.633333333333333,15764.27,846.0252236135957,11411.577254372569,864,1.2880143112701252
1984,2020-01-10,2023-10-08,22.0,Female,East Dawnchester,1,0,0,2020-07-20,,,49,139,69.04999999999927,45.56666666666667,17020.88,373.5379663496708,5038.451858720667,271,0.4608632040965618
1986,2023-09-12,2023-09-18,50.0,Female,West Mario,0,0,1,,,2023-09-16,2,1,1.0,0.2,7327.91,36639.549999999996,7631.0,291,45.0
1987,2023-03-06,2024-04-24,45.0,Female,Cruzland,0,0,0,,,,22,5,29.0,13.833333333333334,828.44,59.887228915662654,807.7864823017514,72,0.14457831325301204
1988,2021-11-30,2022-02-18,41.0,Male,New Robinstad,1,0,0,2022-02-11,,,30,11,2.0,2.6666666666666665,4354.57,1632.96375,7631.0,868,2.25
1989,2020-07-10,2023-06-24,65.0,Male,Nicolechester,2,0,1,2022-09-12,,2022-06-17,281,139,27.0,35.96666666666667,12601.2,350.35773864689526,4725.786288214006,377,0.6394810009267841
1990,2022-08-24,2023-10-10,60.0,Male,East Seth,0,0,0,,,,113,70,7.0,13.733333333333333,10138.92,738.2708737864078,9958.137033884228,269,1.1650485436893205
1991,2020-08-23,2024-01-20,61.0,Male,West Melissa,0,0,1,,,2022-12-11,363,139,69.04999999999927,41.5,10836.77,261.1269879518072,3522.200890755778,167,0.5542168674698795
1992,2022-06-03,2022-10-15,26.0,Female,Robertstad,0,0,0,,,,9,6,6.0,4.466666666666667,10619.98,2377.607462686567,32070.262781447036,629,4.029850746268656
1993,2020-10-03,2023-02-01,44.0,Male,Richardville,0,0,0,,,,363,4,69.04999999999927,28.366666666666667,1750.88,61.72314923619272,832.5502198190741,520,0.24676850763807284
1994,2020-01-05,2021-05-22,19.0,Female,New Robert,1,0,0,2020-01-17,,,109,91,32.0,16.766666666666666,3366.2200000000003,200.76858846918492,2708.0590431826686,1140,0.29821073558648115
1995,2023-03-02,2023-05-09,24.0,Female,Jamieburgh,1,0,0,2023-03-20,,,32,5,5.0,2.2666666666666666,10614.81,4683.004411764706,7631.0,423,7.9411764705882355
1996,2021-11-24,2022-12-24,56.0,Male,Smithside,0,0,1,,,2022-03-30,192,68,28.0,13.166666666666666,888.96,67.51594936708861,910.6861717597341,559,0.2278481012658228
1997,2023-02-25,2023-11-30,57.0,Female,Joshuahaven,0,0,1,,,2023-10-16,9,50,23.0,9.266666666666667,4324.84,466.70935251798556,6295.190359513065,218,0.8633093525179856
1998,2023-07-12,2024-03-28,38.0,Male,Port Kimberlyberg,0,1,0,,2023-07-31,,48,22,2.0,8.666666666666666,3778.67,436.00038461538463,5880.9736791571695,99,0.6923076923076924
1999,2021-01-30,2024-04-02,36.0,Female,Lake Michael,0,1,0,,2023-11-24,,7,139,69.04999999999927,38.6,18457.39,478.170725388601,6449.786627217177,94,0.5958549222797928
2000,2022-02-10,2023-02-16,22.0,Female,Hallview,0,1,0,,2022-12-19,,172,23,16.0,12.366666666666667,1706.63,138.0024258760108,1861.4401795828603,505,0.08086253369272237
2001,2020-01-23,2022-09-09,59.0,Female,Walkertown,0,0,1,,,2020-10-04,309,107,69.04999999999927,32.0,8560.210000000001,267.50656250000003,3608.2515258606973,665,0.375
2002,2022-09-16,2023-04-17,43.0,Female,Morganside,0,2,0,,2023-02-23,,40,17,16.0,7.1,6749.35,950.6126760563382,12822.300906665803,445,1.4084507042253522
2003,2021-09-08,2023-12-12,43.0,Female,West Lisaton,2,0,0,2023-11-22,,,116,44,69.04999999999927,27.5,8133.07,295.748,3989.1850214712,206,0.509090909090909
2004,2023-08-04,2024-01-16,36.0,Male,Chavezstad,1,0,1,2023-11-14,,2023-08-31,2,15,5.0,5.5,7978.38,1450.6145454545456,19566.556043170287,171,2.5454545454545454
2005,2022-02-01,2022-04-24,64.0,Male,Hensleyport,0,1,1,,2022-04-08,2022-04-11,8,2,6.0,2.7333333333333334,10446.61,3821.9304878048783,7631.0,803,5.121951219512195
2006,2020-08-23,2023-05-29,45.0,Male,Gonzalezchester,0,2,1,,2023-05-26,2021-04-18,363,99,69.04999999999927,33.63333333333333,10569.710000000001,314.26293359762144,4238.922959787487,403,0.5054509415262637
2007,2020-04-30,2022-03-29,34.0,Female,Christopherfurt,0,1,0,,2021-12-07,,75,36,6.0,23.266666666666666,9846.0,423.18051575931236,5708.053392907157,829,0.7306590257879656
2008,2023-01-06,2023-11-27,54.0,Female,Jamieport,1,1,0,2023-01-24,2023-05-16,,125,26,28.0,10.833333333333334,7576.54,699.372923076923,9433.463587787546,221,0.923076923076923
2009,2021-01-01,2022-04-10,22.0,Female,Kimberlymouth,0,0,1,,,2022-02-28,41,72,33.0,15.466666666666667,13662.29,883.3377155172415,11914.865303034907,817,1.4870689655172413
2011,2024-03-30,2024-05-27,43.0,Male,East Jonathan,0,0,0,,,,6,6,1.0,1.9333333333333333,12579.98,6506.886206896552,7631.0,39,9.827586206896552
2012,2022-05-31,2023-06-30,30.0,Female,Medinaside,0,0,1,,,2022-06-04,61,67,3.0,13.166666666666666,1805.79,137.14860759493672,1849.9234859858825,371,0.379746835443038
2013,2024-01-11,2024-03-30,32.0,Female,North Nicole,1,1,0,2024-01-26,2024-02-22,,35,1,1.0,2.6333333333333333,364.88,138.5620253164557,1868.988314163133,97,0.759493670886076
2014,2021-11-12,2023-05-24,53.0,Male,Justinmouth,1,0,0,2023-03-10,,,79,64,47.0,18.6,6771.22,364.04408602150534,4910.394035165621,408,0.9139784946236559
2015,2022-06-11,2023-11-08,64.0,Male,Amandaberg,0,1,0,,2022-11-01,,19,63,34.0,17.166666666666668,16568.0,965.126213592233,13018.066174889938,240,1.3398058252427183
2016,2024-05-03,2024-05-26,32.0,Female,East Kelseyside,3,0,0,2024-05-13,,,5,2,1.0,0.7666666666666667,8679.43,11320.995652173913,7631.0,40,19.565217391304348
2017,2021-03-11,2023-11-10,58.0,Female,Lake Loribury,1,0,2,2023-08-04,,2022-07-11,7,139,55.0,32.46666666666667,4089.29,125.95349075975359,1698.9186021234977,238,0.18480492813141683
2018,2020-05-08,2020-09-07,46.0,Female,New Alexandria,0,1,0,,2020-05-28,,27,8,6.0,4.066666666666666,10151.9,2496.3688524590166,33672.17101822077,1397,3.934426229508197
2019,2023-12-01,2024-01-02,57.0,Female,Lake Monica,0,0,1,,,2023-12-05,1,2,2.0,1.0666666666666667,4796.41,4496.634375,7631.0,185,9.375
2020,2024-04-13,2024-05-28,41.0,Female,Johnsonmouth,1,2,0,2024-05-03,2024-04-24,,16,1,1.0,1.5,13239.51,8826.34,7631.0,38,13.333333333333334
2021,2024-05-29,2024-05-29,19.0,Male,Port Jameshaven,0,0,0,,,,1,1,1.0,14.707432511394181,6046.57,411.12342316142434,5545.421783584402,37,0.611935495405299
2022,2022-02-06,2022-04-11,53.0,Male,Mcguirechester,1,0,0,2022-03-21,,,25,9,2.0,2.1333333333333333,11071.03,5189.5453125,7631.0,816,9.84375
2023,2024-03-04,2024-05-15,27.0,Male,North Brian,0,0,1,,,2024-03-31,20,12,6.0,2.4,3926.65,1636.1041666666667,7631.0,51,2.0833333333333335
2024,2021-07-18,2023-06-01,27.0,Female,Lake David,1,1,0,2022-11-02,2022-04-26,,243,101,28.0,22.766666666666666,9896.65,434.699121522694,5863.421644187009,400,0.6149341142020498
2025,2023-05-18,2023-07-02,43.0,Male,Potterfurt,2,0,0,2023-06-19,,,2,6,1.0,1.5,11645.97,7763.98,7631.0,369,12.0
2026,2022-01-19,2023-03-06,43.0,Female,New John,0,0,1,,,2023-01-22,200,23,35.0,13.7,5526.64,403.40437956204386,5441.303773972395,487,0.8029197080291971
2027,2020-07-19,2021-03-09,43.0,Male,Lopezchester,1,1,1,2021-02-06,2020-12-21,2020-10-30,89,11,16.0,7.766666666666667,748.76,96.4068669527897,1300.380153424657,1214,0.12875536480686695
2028,2021-09-29,2024-05-03,65.0,Female,East Melodystad,1,0,0,2021-11-21,,,363,47,20.0,31.566666666666666,13234.27,419.248257655755,5655.013287387357,63,0.6969376979936642
2029,2020-09-07,2021-12-31,31.0,Female,Port Michaelton,2,0,0,2021-03-31,,,187,69,25.0,16.0,7347.35,459.209375,6194.027213942787,917,0.875
2030,2023-10-26,2024-04-18,66.0,Female,Lake Meaganbury,1,0,0,2024-02-09,,,9,13,14.0,5.833333333333333,9200.75,1577.2714285714287,21274.96232485638,78,2.5714285714285716
2031,2022-02-21,2024-03-26,22.0,Male,Port Spencer,1,0,0,2023-07-12,,,256,23,52.0,25.466666666666665,3856.18,151.42068062827227,2042.4317699638814,101,0.23560209424083772
2032,2023-09-14,2023-11-08,52.0,Male,Lake Deborahside,0,0,0,,,,25,1,2.0,1.8333333333333333,9683.78,5282.061818181819,7631.0,240,12.0
2033,2023-09-02,2024-02-13,51.0,Male,Patriciamouth,1,1,0,2023-09-06,2023-10-12,,44,18,4.0,5.466666666666667,9707.37,1775.7384146341465,23951.97629640624,143,2.74390243902439
2034,2020-09-02,2021-01-10,46.0,Male,Robertfurt,1,0,1,2020-09-18,,2021-01-01,14,10,9.0,4.333333333333333,8823.34,2036.1553846153847,27464.600138278613,1272,3.230769230769231
2035,2020-02-12,2020-03-23,59.0,Female,Lake Jon,0,0,0,,,,6,5,1.0,1.3333333333333333,4625.7300000000005,3469.2975000000006,7631.0,1565,8.25
2036,2020-08-23,2021-04-11,49.0,Male,Ramseyburgh,1,0,0,2021-03-16,,,52,45,18.0,7.7,15509.7,2014.2467532467533,27169.0864438608,1181,2.857142857142857
2037,2023-09-09,2023-09-24,64.0,Female,Jeffreyview,1,0,0,2023-09-18,,,1,1,1.0,0.5,11625.64,23251.28,7631.0,285,42.0
2038,2021-07-09,2024-05-06,52.0,Female,South Jillborough,0,1,0,,2022-11-03,,212,139,69.04999999999927,34.4,12076.24,351.05348837209306,4735.1708804427,60,0.6686046511627908
2039,2023-11-15,2024-04-16,37.0,Female,South Adammouth,2,0,0,2024-04-09,,,43,26,3.0,5.1,12556.210000000001,2462.001960784314,33208.61457995831,80,4.313725490196079
2040,2023-09-03,2024-05-22,25.0,Male,New Emily,0,1,0,,2023-11-10,,114,14,5.0,8.733333333333333,7666.85,877.8835877862597,11841.297520160218,44,1.0305343511450382
2041,2022-08-05,2024-01-24,67.0,Male,Jeffview,1,0,0,2023-03-11,,,143,33,3.0,17.9,6330.18,353.64134078212294,4770.077023753455,163,0.6145251396648045
2042,2023-10-28,2023-12-19,53.0,Male,South Theresafurt,1,0,0,2023-11-15,,,19,3,3.0,1.7333333333333334,6004.1900000000005,3463.9557692307694,7631.0,199,5.769230769230769
2043,2023-10-10,2023-12-15,30.0,Female,North Renee,0,0,1,,,2023-11-06,7,10,4.0,2.2,973.75,442.6136363636363,5970.176259791168,203,0.9090909090909091
2044,2020-02-20,2020-12-30,43.0,Female,South Timothyburgh,0,0,0,,,,30,28,10.0,10.466666666666667,11643.42,1112.4286624203821,15004.94934059615,1283,1.910828025477707
2045,2021-04-06,2024-03-10,21.0,Female,Xavierborough,0,1,0,,2021-06-15,,353,99,34.0,35.63333333333333,6072.38,170.4129092609916,2298.6076831940654,117,0.16838166510757718
2046,2021-09-17,2024-03-22,30.0,Male,Cheryltown,0,0,1,,,2023-09-10,140,131,63.0,30.566666666666666,8445.09,276.2842966194111,3726.6496400376705,105,0.3925845147219193
2047,2023-06-17,2024-04-17,43.0,Female,Harringtonside,0,0,0,,,,67,59,6.0,10.166666666666666,4348.14,427.6859016393443,5768.8241094245,79,0.8852459016393444
2048,2023-10-26,2024-03-23,43.0,Female,Johnburgh,0,0,0,,,,1,7,10.0,4.966666666666667,15409.29,3102.5416107382553,41848.50792582935,104,5.033557046979865
2049,2024-04-17,2024-05-03,48.0,Female,West Courtney,1,0,0,2024-04-24,,,4,2,1.0,0.5333333333333333,986.9699999999999,1850.56875,7631.0,63,3.75
2050,2023-06-23,2023-09-03,44.0,Female,Frankville,0,0,0,,,,21,2,1.0,2.4,12530.0,5220.833333333334,7631.0,306,8.75
2051,2021-04-30,2021-10-08,58.0,Female,East Tiffanystad,0,1,1,,2021-06-25,2021-07-20,48,4,2.0,5.366666666666666,3407.5,634.9378881987578,8564.334207389535,1001,0.9316770186335405
2052,2021-06-08,2022-05-17,32.0,Female,Cainland,2,0,0,2022-04-26,,,158,28,12.0,11.433333333333334,10735.53,938.9676384839651,12665.227285007568,780,1.9241982507288629
2053,2020-04-16,2021-05-21,39.0,Female,West Brettville,1,0,0,2020-07-24,,,104,45,26.0,13.333333333333334,5352.87,401.46524999999997,5415.147902745549,1141,0.44999999999999996
2054,2021-03-20,2023-11-03,18.0,Male,Hartchester,0,0,0,,,,65,114,56.0,31.933333333333334,4916.6,153.96450939457205,2076.7441021240675,245,0.2818371607515658
2055,2023-06-12,2024-01-13,53.0,Male,Port Chelsealand,1,0,0,2023-12-22,,,1,40,17.0,7.166666666666667,1740.4099999999999,242.84790697674416,3275.644241067595,174,0.6976744186046512
2057,2022-06-05,2022-06-19,64.0,Female,Teresastad,1,1,0,2022-06-10,2022-06-12,,6,1,1.0,0.4666666666666667,6358.42,13625.185714285713,7631.0,747,23.57142857142857
2058,2021-01-15,2024-01-01,59.0,Male,Weissmouth,0,0,3,,,2023-09-01,319,139,69.04999999999927,36.03333333333333,8434.51,234.07520814061056,3157.3140451069057,186,0.6382978723404256
2059,2020-05-09,2023-05-06,61.0,Female,Michaelmouth,1,0,0,2022-10-20,,,298,139,69.04999999999927,36.4,202.54,5.564285714285714,75.05364440880327,426,0.027472527472527472
2060,2023-11-01,2024-03-10,53.0,Male,Rogersfurt,0,1,2,,2023-11-18,2024-02-26,32,10,9.0,4.333333333333333,7357.75,1697.9423076923078,22902.626632025906,117,3.9230769230769234
2061,2022-12-01,2023-05-04,55.0,Female,Krystalmouth,0,0,1,,,2023-01-31,42,5,7.0,5.133333333333334,6477.69,1261.887662337662,17020.921059066193,428,2.3376623376623376
2062,2020-01-25,2022-07-17,53.0,Female,Annetteton,0,0,1,,,2022-05-20,333,57,69.04999999999927,30.133333333333333,3248.83,107.81515486725664,1454.2603868295234,719,0.36504424778761063
2063,2020-06-24,2021-10-02,43.0,Male,New Barbara,0,0,0,,,,105,29,45.0,15.5,12622.02,814.323870967742,10983.974832259093,1007,1.3548387096774193
2064,2023-07-13,2024-01-16,21.0,Female,West Cassidy,0,1,0,,2023-09-21,,5,2,5.0,6.233333333333333,970.97,155.77058823529413,2101.105324039362,171,0.16042780748663102
2065,2022-07-15,2024-03-21,64.0,Female,Lake Robert,0,0,1,,,2023-04-02,108,1,29.0,20.5,14060.24,685.8653658536585,9251.267444612573,106,1.0731707317073171
2066,2023-01-07,2023-11-11,42.0,Female,West Tiffanyview,1,0,0,2023-02-05,,,113,53,28.0,10.266666666666667,5448.06,530.6551948051948,7157.721285292765,237,0.7792207792207791
2067,2021-12-22,2023-09-03,21.0,Male,New John,0,0,1,,,2022-05-08,63,9,31.0,20.666666666666668,6640.65,321.3217741935484,4334.1358476995765,306,0.7258064516129031
2068,2020-01-20,2023-02-18,64.0,Female,Port Nicoleburgh,2,0,0,2022-04-02,,,122,139,69.04999999999927,37.5,13605.960000000001,362.8256,4893.9585353960165,503,0.6133333333333333
2069,2022-09-30,2023-06-05,35.0,Female,Lamport,0,0,0,,,,75,41,8.0,8.266666666666667,2384.74,288.47661290322577,3891.1052086177883,396,0.36290322580645157
2070,2021-06-03,2023-05-21,31.0,Female,North Jameshaven,0,0,1,,,2022-11-15,73,29,37.0,23.9,7480.92,313.00920502092055,4222.012092227384,411,0.502092050209205
2071,2022-03-22,2022-10-19,45.0,Female,Christopherchester,2,1,0,2022-09-21,2022-09-18,,102,3,2.0,7.033333333333333,13313.12,1892.8606635071092,25531.7750469812,625,2.5592417061611377
2072,2023-09-26,2024-02-17,57.0,Male,Jasmineberg,0,1,0,,2024-01-21,,69,7,9.0,4.8,5825.48,1213.6416666666667,16370.15688390119,139,2.291666666666667
2073,2021-08-21,2022-07-27,45.0,Male,Josephmouth,0,0,0,,,,46,40,16.0,11.333333333333334,7465.63,658.7320588235294,8885.280922345068,709,1.0588235294117647
2074,2021-01-05,2023-12-27,55.0,Female,Sandraland,1,0,0,2021-01-11,,,56,139,69.04999999999927,36.2,3796.83,104.88480662983424,1414.734502304793,191,0.24861878453038672
2075,2021-07-01,2022-06-17,27.0,Female,Fryetown,0,1,1,,2021-07-27,2021-08-03,33,40,16.0,11.7,4467.25,381.8162393162393,5150.113011194682,749,1.0256410256410258
2076,2020-11-22,2021-07-18,21.0,Male,Port Chad,0,1,1,,2021-03-30,2020-11-24,65,45,1.0,7.933333333333334,12809.44,1614.6352941176472,21778.94332483352,1083,2.5210084033613445
2077,2022-06-25,2022-09-05,48.0,Male,Port Allison,0,1,0,,2022-06-30,,18,8,6.0,2.4,11581.37,4825.570833333334,7631.0,669,6.666666666666667
2078,2023-05-28,2023-06-07,31.0,Female,East Shaneport,0,0,0,,,,3,1,1.0,0.3333333333333333,4939.08,14817.24,7631.0,394,33.0
2079,2020-01-24,2022-08-23,43.0,Male,Michaelville,0,0,0,,,,363,139,31.0,31.4,11712.64,373.0140127388535,5031.3845314818755,682,0.6369426751592357
2080,2023-07-25,2023-09-23,20.0,Female,Victoriaview,0,0,0,,,,19,4,3.0,2.0,5947.39,2973.695,7631.0,286,5.0
2081,2022-08-12,2022-12-11,38.0,Male,Tracyburgh,0,0,2,,,2022-12-06,18,18,8.0,4.033333333333333,11153.4,2765.305785123967,37299.71603461117,572,4.710743801652892
2082,2022-02-05,2023-06-29,20.0,Female,Mcphersontown,1,1,0,2022-12-29,2022-03-22,,13,55,17.0,16.966666666666665,11960.880000000001,704.9634577603144,9508.871290362036,372,1.2377210216110022
2083,2021-09-09,2023-02-27,66.0,Male,Woodardchester,0,0,0,,,,52,102,48.0,17.866666666666667,18594.06,1040.7123134328358,14037.606247233825,494,1.3992537313432836
2084,2023-12-21,2024-01-13,43.0,Male,North Joshua,3,0,0,2024-01-07,,,5,2,1.0,0.7666666666666667,12401.37,16175.7,7631.0,174,27.391304347826086
2085,2024-02-01,2024-03-25,45.0,Male,Deanview,3,0,0,2024-03-09,,,4,7,4.0,1.7666666666666666,8184.59,4632.78679245283,7631.0,102,7.9245283018867925
2086,2023-02-25,2023-06-17,25.0,Male,Rodriguezville,0,0,0,,,,49,14,3.0,3.7333333333333334,9213.99,2468.0330357142857,7631.0,384,2.6785714285714284
2087,2020-09-09,2022-03-02,62.0,Male,Laurenmouth,1,1,1,2021-06-28,2020-12-20,2021-06-03,2,53,2.0,17.966666666666665,8264.289999999999,459.9790352504638,6204.408745323462,856,1.0018552875695734
2088,2022-02-24,2022-07-30,64.0,Female,South Penny,0,0,1,,,2022-04-26,47,17,1.0,5.2,441.28,84.86153846153846,1144.6514537030557,706,0.1923076923076923
2089,2022-06-30,2022-12-13,50.0,Male,West Juan,0,3,1,,2022-10-28,2022-07-24,4,23,4.0,5.533333333333333,5302.47,958.2777108433736,12925.690420581359,570,1.6265060240963856
2090,2020-08-21,2021-03-08,36.0,Female,South Nicholasshire,0,0,2,,,2020-10-10,16,22,3.0,6.633333333333334,6302.03,950.0547738693466,12814.775665420579,1215,1.658291457286432
2091,2021-08-21,2021-09-06,50.0,Female,Lake Billychester,1,0,0,2021-09-03,,,2,2,1.0,0.5333333333333333,5452.95,10224.28125,7631.0,1033,16.875
2092,2021-11-15,2022-03-16,32.0,Male,Brownside,0,1,0,,2022-01-25,,34,21,9.0,4.033333333333333,15185.78,3765.0694214876034,50784.98769559755,842,4.958677685950414
2093,2024-02-19,2024-04-12,29.0,Male,Ramirezland,0,1,0,,2024-03-26,,3,9,4.0,1.7666666666666666,18905.65,10701.311320754718,7631.0,84,13.584905660377359
2094,2023-02-03,2024-03-20,23.0,Female,North Carrieshire,0,2,0,,2023-10-22,,159,41,27.0,13.7,6814.1900000000005,497.3861313868614,6708.972859380195,107,0.7299270072992701
2095,2022-07-04,2022-09-02,39.0,Female,Thomasview,0,1,0,,2022-07-09,,10,3,1.0,2.0,2652.31,1326.155,7631.0,672,3.0
2096,2022-02-24,2022-06-30,59.0,Male,New Jerry,1,0,0,2022-03-28,,,1,15,3.0,4.2,9011.43,2145.578571428571,28940.55039943611,736,2.619047619047619
2097,2024-01-02,2024-02-09,67.0,Female,Port Shannonmouth,0,0,1,,,2024-01-24,6,4,2.0,1.2666666666666666,16965.55,13393.855263157895,7631.0,147,19.736842105263158
2098,2023-02-01,2023-10-06,29.0,Male,Lake Robertchester,2,0,1,2023-05-29,,2023-08-15,67,22,19.0,8.233333333333333,8911.5,1082.3684210526317,14599.482982054287,273,3.036437246963563
2099,2023-10-07,2024-02-18,24.0,Female,Coopermouth,0,0,0,,,,27,15,3.0,4.466666666666667,2879.83,644.7380597014925,8696.523427152839,138,1.5671641791044775
2100,2024-04-09,2024-05-02,20.0,Female,North Craigberg,1,0,0,2024-04-23,,,5,2,1.0,0.7666666666666667,8713.16,11364.991304347825,7631.0,64,15.652173913043477
2101,2020-08-28,2021-10-29,42.0,Male,Lake Kristenfurt,0,0,0,,,,38,43,29.0,14.233333333333333,14355.17,1008.5599531615926,13603.920426876666,980,1.2646370023419204
2102,2020-12-15,2022-06-29,28.0,Female,Casetown,0,0,0,,,,270,68,28.0,18.7,15227.11,814.2839572192514,10983.43645726542,737,1.3368983957219251
2103,2024-04-25,2024-05-01,66.0,Female,East Daniel,0,0,1,,,2024-04-29,1,1,1.0,0.2,11434.9,57174.49999999999,7631.0,65,60.0
2104,2022-04-02,2024-01-18,58.0,Female,North William,0,0,1,,,2023-08-05,5,4,29.0,21.866666666666667,9504.83,434.67210365853657,5863.057214811295,169,0.8689024390243902
2105,2022-12-24,2023-10-10,43.0,Female,South Christopher,0,0,1,,,2023-08-07,143,35,6.0,9.666666666666666,9216.1,953.3896551724139,12859.758077956185,269,1.0344827586206897
2106,2020-07-28,2023-03-24,43.0,Male,West Douglasland,0,0,1,,,2023-02-23,97,139,69.04999999999927,32.3,14128.17,437.40464396284835,5899.9149749737535,469,0.7120743034055729
2107,2021-12-29,2023-04-16,43.0,Male,Andrewsfort,1,0,1,2022-07-05,,2022-01-26,202,52,12.0,15.766666666666667,2970.4,188.39746300211416,2541.1916141147476,446,0.5708245243128964
2108,2022-06-04,2023-10-14,40.0,Male,Franklinhaven,0,0,1,,,2022-10-19,170,30,47.0,16.566666666666666,8938.36,539.5388329979879,7277.547882310699,265,1.1468812877263581
2109,2023-12-07,2024-04-10,53.0,Male,Walkermouth,1,0,0,2024-04-06,,,46,18,11.0,4.166666666666667,17238.14,4137.1536,55803.83019545576,86,6.0
2110,2020-02-17,2023-07-13,20.0,Female,Port Catherine,1,1,0,2022-12-01,2020-02-28,,363,139,69.04999999999927,41.4,8522.48,205.85700483091787,2776.6939429393333,358,0.4589371980676329
2113,2021-08-31,2023-01-11,62.0,Male,West Daniel,1,0,1,2022-11-15,,2021-10-24,39,8,13.0,16.6,10124.32,609.8987951807228,8226.595406725559,541,0.6626506024096385
2114,2020-08-07,2020-12-03,20.0,Female,West Stephen,0,1,0,,2020-11-17,,23,19,9.0,3.933333333333333,9674.17,2459.534745762712,7631.0,1310,4.830508474576272
2115,2023-06-08,2024-02-01,41.0,Male,Meltonshire,1,0,0,2023-10-27,,,44,7,9.0,7.933333333333334,12057.78,1519.8882352941177,20500.951426706484,155,2.142857142857143
2116,2021-06-15,2022-10-03,26.0,Male,Port Jackie,0,0,2,,,2022-01-19,178,71,29.0,15.833333333333334,9345.57,590.2465263157894,7961.516567328785,641,0.6947368421052631
2118,2020-07-13,2022-03-31,30.0,Male,West Mariaville,0,0,0,,,,15,64,23.0,20.866666666666667,9190.02,440.4162939297125,5940.537494611177,827,1.1501597444089458
2119,2024-01-21,2024-03-04,43.0,Female,North Robert,0,0,1,,,2024-02-06,5,1,3.0,1.4333333333333333,928.14,647.5395348837209,7631.0,123,3.488372093023256
2120,2021-09-26,2023-07-16,20.0,Female,North Sergio,2,1,0,2023-07-14,2022-01-23,,301,79,46.0,21.933333333333334,5366.97,244.69468085106385,3300.5543763093565,355,0.41033434650455924
2121,2021-01-26,2021-12-19,26.0,Male,Mooreburgh,0,1,0,,2021-06-01,,93,38,12.0,10.9,3592.03,329.5440366972477,4445.041505294426,929,0.6422018348623852
2122,2020-03-30,2023-12-05,39.0,Male,Rodriguezport,1,0,0,2021-08-04,,,363,116,14.0,44.833333333333336,10121.69,225.76260223048328,3045.1897941024263,213,0.4014869888475836
2123,2022-08-30,2024-04-10,43.0,Male,Christinaport,1,0,0,2023-05-26,,,276,20,34.0,19.633333333333333,18017.29,917.6887945670629,12378.208453341656,86,1.2224108658743633
2124,2020-11-10,2023-08-26,32.0,Female,Douglasmouth,0,0,0,,,,176,129,69.04999999999927,33.96666666666667,9152.93,269.46800785083417,3634.708402708493,314,0.6182531894013739
