customer_id,join_date,last_purchase_date,age,gender,location,responded_to_Buy_One_Get_One,responded_to_Discount,responded_to_Free_Shipping,Buy_One_Get_One_response_date,Discount_response_date,Free_Shipping_response_date,number_of_site_visits,number_of_emails_opened,number_of_clicks
2210,2021-04-04,2022-04-03,56.0,Female,New Stanleyshire,1,0,1,2021-09-20,,2022-03-07,79,65,11.0
2211,2023-09-02,2024-02-17,31.0,Female,South Anthonytown,0,0,0,,,,47,21,15.0
2212,2020-12-21,2023-01-20,28.0,Male,Kaylaland,0,0,0,,,,82,133,69.04999999999927
2213,2021-01-21,2022-01-30,67.0,Female,Lake Thomasview,2,0,0,2021-08-21,,,43,10,8.0
2214,2023-01-01,2023-01-26,43.0,Female,Andersonberg,1,0,0,2023-01-15,,,5,3,1.0
2215,2022-10-01,2023-02-13,67.0,Female,Danaton,0,2,0,,2022-10-25,,32,12,10.0
2216,2020-03-13,2022-03-22,36.0,Male,South Crystal,0,0,1,,,2022-02-17,314,16,45.0
2217,2020-09-20,2021-03-28,25.0,Male,Kimberlyshire,0,0,0,,,,12,6,8.0
2218,2023-11-15,2024-02-24,29.0,Female,Lake Crystalstad,0,1,0,,2024-01-27,,28,5,1.0
2219,2021-11-12,2024-03-30,32.0,Female,Johnport,0,0,0,,,,363,14,69.04999999999927
2220,2021-09-22,2022-05-14,67.0,Male,Ashleytown,2,1,1,2021-12-16,2022-02-19,2022-01-25,96,13,13.0
2221,2020-05-08,2021-02-24,18.0,Male,Lake Joshuaville,0,0,0,,,,120,9,28.0
2222,2022-11-16,2023-11-16,69.0,Male,West Lisachester,1,0,0,2023-07-26,,,122,52,7.0
2223,2021-07-16,2023-06-27,38.0,Female,Haleytown,0,1,0,,2022-10-02,,251,70,55.0
2224,2021-07-11,2021-11-06,21.0,Male,East Markmouth,0,1,0,,2021-10-11,,23,15,9.0
2225,2024-03-02,2024-05-23,58.0,Female,North Michaelberg,0,0,0,,,,34,8,5.0
2226,2022-03-24,2023-07-20,29.0,Female,South Cindy,0,2,1,,2023-01-06,2022-05-25,14,95,2.0
2229,2020-09-24,2024-02-05,19.0,Male,South Robertmouth,1,1,1,2021-08-22,2023-01-13,2021-06-25,165,45,8.0
2230,2021-10-15,2022-12-23,62.0,Male,Tiffanybury,0,0,1,,,2022-11-13,18,6,23.0
2231,2021-05-13,2024-01-19,31.0,Male,North Ashley,0,0,1,,,2021-08-09,266,139,69.04999999999927
2232,2022-10-24,2023-01-13,38.0,Female,Robinsonmouth,1,0,0,2022-12-11,,,25,9,5.0
2233,2021-03-29,2021-10-18,52.0,Female,Alyssaview,1,0,0,2021-07-17,,,82,21,7.0
2234,2024-01-04,2024-01-15,34.0,Male,Smithberg,0,0,2,,,2024-01-09,3,1,1.0
2235,2023-06-25,2024-02-11,43.0,Female,New James,1,0,1,2023-12-17,,2023-07-01,81,25,18.0
2236,2020-11-01,2022-04-14,22.0,Male,South Carlhaven,0,1,1,,2021-11-01,2021-03-15,70,8,40.0
2237,2023-07-10,2023-09-08,27.0,Female,Marcomouth,1,0,0,2023-07-22,,,22,5,2.0
2238,2023-04-20,2023-11-30,34.0,Female,Lake Jacobtown,0,2,1,,2023-07-05,2023-06-17,12,16,7.0
2239,2021-08-04,2022-10-31,43.0,Male,Christinechester,1,0,0,2021-11-30,,,192,41,12.0
2240,2023-10-01,2023-11-06,27.0,Female,North Michaelfurt,0,0,2,,,2023-10-26,1,5,2.0
2241,2022-10-25,2023-06-23,57.0,Male,East Thomas,1,0,0,2023-04-07,,,85,17,2.0
2242,2021-05-08,2021-11-29,43.0,Male,East Ashley,0,0,0,,,,79,36,5.0
2244,2020-05-02,2020-10-06,61.0,Male,New Raymondfort,1,1,1,2020-06-30,2020-06-20,2020-09-02,18,24,6.0
2245,2021-05-05,2021-11-07,43.0,Male,East Richardview,0,1,0,,2021-05-17,,58,31,9.0
2246,2022-07-20,2023-03-15,42.0,Female,Berryberg,2,0,0,2022-10-28,,,110,19,20.0
2247,2020-01-13,2023-09-14,60.0,Male,Scottfurt,0,1,0,,2021-05-09,,178,71,59.0
2248,2023-06-27,2023-08-29,63.0,Male,Lake James,0,0,0,,,,15,7,4.0
2249,2023-09-15,2024-04-08,66.0,Female,East Angelicamouth,1,0,2,2023-09-27,,2024-01-22,35,3,13.0
2250,2020-06-09,2023-08-08,61.0,Male,Scottchester,3,0,0,2022-10-28,,,330,55,69.04999999999927
2251,2022-11-20,2024-03-05,47.0,Female,South Ashley,0,0,0,,,,42,90,42.0
2252,2021-01-24,2021-11-26,66.0,Male,West Susan,1,0,0,2021-07-17,,,61,40,1.0
2253,2021-02-03,2022-03-09,29.0,Male,New Deanna,0,1,0,,2021-09-01,,109,57,11.0
2254,2023-05-20,2023-10-05,45.0,Female,New Joshua,2,0,0,2023-06-09,,,39,7,2.0
2255,2022-08-28,2023-09-18,30.0,Female,Webbshire,1,0,0,2023-05-03,,,36,14,14.0
2256,2024-03-22,2024-04-19,48.0,Male,Andersonview,1,0,0,2024-04-17,,,12,2,1.0
2257,2024-05-05,2024-05-09,67.0,Female,Youngville,0,0,3,,,2024-05-08,1,1,1.0
2258,2020-10-31,2021-11-12,60.0,Male,North Craigview,1,2,0,2021-07-21,2021-04-21,,156,2,20.0
2259,2023-01-21,2023-03-31,45.0,Male,New Aimee,1,0,3,2023-02-16,,2023-02-28,30,5,3.0
2260,2022-04-07,2023-01-11,47.0,Female,Hernandezbury,0,0,2,,,2022-12-17,93,27,10.0
2261,2022-07-14,2022-12-07,48.0,Male,South Brianfurt,0,0,0,,,,24,10,12.0
2262,2020-05-16,2022-10-06,43.0,Female,South Kristinemouth,1,0,0,2021-08-21,,,68,128,69.04999999999927
2263,2021-09-19,2024-03-16,35.0,Male,Garrisonton,0,0,1,,,2023-04-06,221,124,69.04999999999927
2264,2022-05-08,2022-06-26,43.0,Male,Cannonview,2,1,0,2022-05-14,2022-06-12,,15,4,3.0
2265,2023-04-17,2023-08-06,49.0,Female,East Shannon,0,0,1,,,2023-05-08,38,15,10.0
2266,2021-06-05,2022-06-17,62.0,Female,Rubenstad,0,0,0,,,,99,52,15.0
2267,2020-11-27,2022-10-15,27.0,Male,New Kyleton,0,1,0,,2020-12-10,,317,66,11.0
2269,2023-02-04,2023-03-11,58.0,Male,Sandersborough,1,0,0,2023-02-13,,,1,2,2.0
2271,2022-01-02,2022-07-22,43.0,Female,Pricechester,0,1,1,,2022-02-24,2022-04-08,11,24,13.0
2272,2022-11-11,2023-06-26,43.0,Female,Townsendberg,0,0,0,,,,30,31,12.0
2273,2024-01-19,2024-03-19,32.0,Male,Williamsfurt,1,0,1,2024-03-07,,2024-03-10,5,7,5.0
2274,2024-05-12,2024-05-28,34.0,Male,North Richardport,0,0,3,,,2024-05-21,4,2,1.0
2275,2021-09-22,2023-08-23,40.0,Female,Port Yesenia,0,0,2,,,2023-03-18,32,22,7.0
2276,2023-10-25,2024-02-24,42.0,Female,Jonesland,1,0,1,2023-11-13,,2023-12-18,41,3,11.0
2277,2022-11-25,2023-06-17,35.0,Female,West Jessicafurt,0,1,1,,2022-11-28,2023-04-11,18,26,12.0
2278,2022-08-06,2023-02-09,64.0,Female,Port Mindy,0,0,0,,,,15,1,6.0
2279,2020-09-10,2021-04-17,55.0,Female,Elizabethburgh,0,1,1,,2020-10-17,2021-03-04,85,19,12.0
2280,2022-10-01,2024-01-25,49.0,Female,Allenport,0,0,0,,,,50,81,27.0
2281,2020-11-22,2021-09-25,19.0,Female,West Denniston,0,1,0,,2021-01-30,,16,1,26.0
2282,2022-11-24,2023-01-03,33.0,Female,South Georgeburgh,0,0,0,,,,16,4,2.0
2283,2020-11-01,2022-07-10,50.0,Female,East William,1,0,0,2021-09-18,,,89,117,34.0
2284,2020-03-02,2023-08-12,43.0,Male,Chelseaburgh,0,0,0,,,,158,74,61.0
2285,2020-05-30,2020-08-10,42.0,Male,North Robertview,1,1,0,2020-06-01,2020-08-04,,13,12,6.0
2286,2020-05-25,2021-08-17,28.0,Male,Youngfurt,0,0,0,,,,75,68,33.0
2287,2023-06-13,2024-05-30,31.0,Female,Matthewhaven,1,0,0,2023-12-12,,,105,32,13.0
2288,2024-01-03,2024-03-18,26.0,Male,West Michaelfurt,2,0,0,2024-03-12,,,18,13,4.0
2289,2021-05-17,2022-06-09,57.0,Female,West Cliffordburgh,0,1,0,,2022-02-21,,60,55,25.0
2290,2023-11-23,2023-12-25,21.0,Male,Lake Nicholas,0,0,0,,,,14,1,1.0
2291,2022-11-25,2022-12-18,41.0,Male,Petershire,1,1,0,2022-12-15,2022-11-25,,10,1,1.0
2292,2022-07-03,2024-05-27,28.0,Male,Bethchester,0,1,0,,2022-10-10,,103,95,55.0
2293,2021-08-01,2021-10-05,68.0,Male,Rodriguezstad,1,0,0,2021-09-04,,,20,2,2.0
2294,2020-06-22,2021-09-26,39.0,Male,West Christopher,1,0,0,2021-04-29,,,84,13,31.0
2295,2021-11-18,2023-05-15,52.0,Female,Franklinfort,0,0,1,,,2022-04-21,15,92,45.0
2296,2021-01-14,2023-07-29,41.0,Female,Rebeccaland,1,0,0,2021-01-14,,,193,139,57.0
2297,2024-01-10,2024-05-31,58.0,Male,North Daniel,1,0,1,2024-02-09,,2024-05-16,59,23,11.0
2298,2024-04-25,2024-05-06,32.0,Male,Santiagoview,0,0,1,,,2024-04-29,1,1,1.0
2299,2024-02-26,2024-05-07,37.0,Female,East Sandra,0,1,0,,2024-04-29,,34,5,6.0
2300,2024-04-05,2024-05-07,63.0,Male,Lake Isaiah,0,0,0,,,,4,3,1.0
2301,2024-05-30,2024-05-31,56.0,Male,Port Shawn,1,1,0,2024-05-30,2024-05-30,,1,1,1.0
2302,2021-05-16,2021-12-30,28.0,Female,Ginaville,2,0,0,2021-11-30,,,33,41,3.0
2303,2021-11-21,2024-01-28,49.0,Female,New Leahview,0,0,1,,,2022-03-09,30,130,22.0
2304,2020-01-28,2021-05-22,19.0,Male,West Jim,1,0,1,2020-02-28,,2021-01-05,49,52,4.0
2305,2020-11-06,2024-01-07,29.0,Male,Lake Michaelland,0,0,0,,,,6,139,48.0
2306,2021-12-01,2024-03-25,63.0,Female,Jimenezfurt,0,0,1,,,2024-01-22,257,139,44.0
2307,2021-06-14,2023-05-30,59.0,Female,South Kaitlyn,0,0,0,,,,155,8,11.0
2308,2021-09-23,2023-06-16,34.0,Male,Lisamouth,0,0,2,,,2023-06-03,37,10,28.0
2309,2021-04-14,2023-08-30,43.0,Female,West Karenmouth,0,0,1,,,2022-02-28,363,36,51.0
2310,2022-09-12,2023-06-02,39.0,Male,Jennifertown,0,0,0,,,,27,16,10.0
2311,2021-12-29,2022-10-02,57.0,Male,Lake Cassandrafurt,2,0,0,2022-05-10,,,14,26,10.0
2312,2023-12-04,2024-03-16,66.0,Male,New Alexa,0,0,0,,,,2,5,5.0
2313,2022-05-25,2024-04-14,42.0,Male,East Marilynview,0,0,1,,,2022-10-04,339,72,10.0
2314,2022-02-26,2024-02-10,19.0,Male,Port Lesliehaven,1,0,1,2023-06-17,,2022-09-14,29,68,13.0
2315,2020-12-25,2024-04-25,68.0,Male,Charlesmouth,1,0,0,2021-11-19,,,268,26,66.0
2316,2020-04-02,2022-09-05,62.0,Male,Perryburgh,0,0,0,,,,363,68,69.04999999999927
2317,2020-12-19,2021-04-24,24.0,Male,Spencerberg,0,0,1,,,2021-04-02,31,24,10.0
2318,2022-10-07,2023-03-18,43.0,Female,South Oliviamouth,1,0,0,2023-02-01,,,35,15,12.0
2319,2020-10-06,2021-08-04,48.0,Male,Prattchester,1,0,0,2021-08-03,,,18,40,13.0
2321,2023-02-28,2024-04-15,40.0,Male,Henryhaven,0,0,0,,,,171,44,10.0
2322,2023-06-26,2024-05-20,68.0,Male,Davisfurt,0,1,0,,2023-12-22,,78,54,25.0
2323,2020-06-10,2020-11-24,31.0,Male,Port Deborah,0,0,0,,,,38,18,5.0
2324,2022-06-24,2024-05-31,32.0,Female,West Stacy,1,0,1,2023-12-25,,2023-10-29,282,137,30.0
2325,2024-05-17,2024-05-19,62.0,Female,Watkinschester,1,0,0,2024-05-18,,,1,1,1.0
2326,2021-11-06,2023-07-25,56.0,Male,Walshborough,0,0,0,,,,144,119,29.0
2327,2022-07-07,2023-09-10,22.0,Female,New Emma,0,0,1,,,2022-07-13,88,46,31.0
2328,2023-04-22,2024-02-23,43.0,Female,New Barbara,1,2,1,2023-09-23,2024-02-07,2023-12-20,60,24,17.0
2329,2022-07-20,2023-09-30,32.0,Female,South Danielletown,1,1,0,2023-09-10,2023-09-05,,100,80,16.0
2330,2023-08-26,2024-03-25,59.0,Female,West Joshuastad,1,0,0,2024-03-15,,,86,31,4.0
2331,2022-06-21,2022-12-28,20.0,Male,Spearsland,0,0,0,,,,45,6,12.0
2332,2023-10-17,2023-12-19,52.0,Male,Brownhaven,0,0,1,,,2023-10-25,8,4,3.0
2333,2022-03-24,2023-01-23,57.0,Male,Thomasfort,0,0,0,,,,16,29,9.0
2334,2021-08-26,2022-01-29,65.0,Female,West James,1,0,2,2021-12-04,,2022-01-26,30,27,7.0
2335,2022-06-14,2023-11-21,56.0,Male,Port Jennifer,0,2,0,,2023-04-23,,175,97,9.0
2336,2024-04-10,2024-05-28,63.0,Male,Debbieton,0,0,0,,,,16,6,2.0
2337,2020-03-01,2023-12-20,29.0,Male,West Brandon,1,0,0,2022-04-09,,,363,139,54.0
2338,2024-03-15,2024-05-26,30.0,Male,Margaretmouth,1,0,1,2024-04-10,,2024-05-05,35,3,6.0
2339,2020-02-15,2022-10-01,58.0,Male,West Amanda,0,2,0,,2022-02-21,,84,16,5.0
2340,2023-10-14,2023-12-18,50.0,Male,North Benjamintown,1,0,0,2023-11-24,,,30,5,5.0
2341,2021-09-04,2022-03-08,61.0,Male,Jessicaburgh,0,0,1,,,2022-01-18,28,7,11.0
2342,2022-09-24,2023-06-11,40.0,Male,Nicolestad,0,0,3,,,2023-05-12,90,50,6.0
2343,2023-01-02,2023-08-03,59.0,Male,Amyfort,0,0,1,,,2023-06-11,24,15,11.0
2344,2023-11-30,2024-01-07,24.0,Male,North Melissatown,1,1,0,2024-01-06,2023-12-25,,13,4,1.0
2346,2023-08-23,2024-04-05,49.0,Female,Gilestown,0,0,3,,,2024-03-22,88,28,14.0
2347,2021-06-12,2022-10-28,69.0,Male,West Donaldside,0,0,2,,,2022-05-01,17,67,13.0
2348,2020-07-15,2022-09-26,43.0,Male,Bonillatown,0,2,0,,2021-07-23,,183,113,31.0
2349,2021-02-06,2023-07-27,43.0,Male,Port Jonathanport,0,1,1,,2022-04-19,2022-06-22,363,15,1.0
2350,2021-03-10,2023-09-30,68.0,Female,Robertstad,0,1,0,,2023-02-11,,67,48,21.0
2351,2024-01-24,2024-03-15,40.0,Male,Anneland,1,0,0,2024-03-01,,,6,5,3.0
2352,2021-05-06,2022-12-24,64.0,Male,Donaldton,2,0,0,2021-12-22,,,124,100,57.0
2353,2021-08-06,2023-01-10,38.0,Female,Lake Derek,0,1,0,,2021-08-23,,136,69,35.0
2354,2020-10-12,2020-11-28,43.0,Female,Sarachester,0,0,0,,,,9,8,2.0
2355,2020-10-04,2024-02-13,46.0,Female,Andersonview,0,1,1,,2021-05-22,2021-06-13,194,139,69.04999999999927
2356,2021-11-28,2022-03-20,34.0,Female,Weissside,2,0,0,2022-01-01,,,21,21,10.0
2357,2020-04-08,2023-12-28,40.0,Male,Martinhaven,0,1,2,,2023-11-17,2023-11-29,262,139,69.0
2358,2021-02-28,2024-04-28,40.0,Male,Katherinefurt,0,0,1,,,2021-09-22,59,52,64.0
2359,2023-08-26,2023-08-31,26.0,Male,North Blakeside,1,1,0,2023-08-28,2023-08-27,,1,1,1.0
2360,2021-02-28,2023-02-01,51.0,Female,Lake Markbury,0,1,1,,2021-11-02,2021-11-13,134,123,32.0
2362,2022-06-14,2022-07-26,33.0,Female,Adamburgh,2,2,0,2022-07-16,2022-06-30,,3,4,3.0
2363,2024-04-17,2024-04-23,18.0,Female,Lake Jeremy,0,0,0,,,,2,1,1.0
2364,2023-12-14,2024-01-17,58.0,Male,Mariaport,1,1,0,2023-12-21,2024-01-08,,16,3,2.0
2365,2020-10-30,2021-01-10,43.0,Male,South Kellytown,0,0,2,,,2020-12-18,24,7,2.0
2366,2021-06-07,2022-11-27,40.0,Male,Michaelmouth,0,1,1,,2022-06-11,2022-10-26,155,66,19.0
2367,2022-11-29,2023-12-17,39.0,Female,Robertside,0,0,2,,,2023-10-30,40,75,9.0
2368,2022-10-16,2024-03-09,67.0,Female,Port Gabriel,0,1,1,,2024-01-28,2022-11-24,231,74,23.0
2369,2020-12-31,2021-04-23,49.0,Male,Boothbury,1,0,1,2021-03-27,,2021-01-11,49,13,8.0
2370,2021-12-08,2023-10-23,35.0,Female,Lake Craigtown,0,0,0,,,,5,32,67.0
2371,2020-09-29,2021-08-16,63.0,Male,Lewisbury,0,0,0,,,,120,2,7.0
2372,2023-01-24,2023-07-07,69.0,Male,Wilcoxmouth,0,1,2,,2023-04-30,2023-06-17,56,10,7.0
2373,2023-07-01,2023-10-21,41.0,Female,Lake Devinfurt,0,0,2,,,2023-10-18,47,4,9.0
2374,2021-03-18,2021-08-22,38.0,Male,Callahanton,0,0,0,,,,7,28,4.0
2375,2022-10-19,2022-10-26,51.0,Male,Lorimouth,0,1,0,,2022-10-23,,2,1,1.0
2376,2022-03-04,2023-12-18,33.0,Male,Jonathanstad,0,0,0,,,,247,11,52.0
2377,2023-08-20,2023-12-30,42.0,Female,West Jeffreyberg,0,1,1,,2023-08-22,2023-10-18,47,20,4.0
2378,2020-08-23,2023-06-30,20.0,Male,Brooksberg,0,1,1,,2020-12-29,2022-07-06,363,139,25.0
2379,2022-08-06,2024-01-07,39.0,Male,Cassandrastad,0,0,0,,,,10,11,19.0
2380,2022-08-26,2023-12-31,40.0,Female,West Robertfort,1,0,0,2023-11-02,,,10,97,6.0
2381,2020-10-05,2021-12-12,36.0,Female,Port Brandon,0,1,1,,2020-11-22,2021-07-18,10,33,34.0
2382,2021-01-26,2022-10-23,18.0,Male,New Tracey,2,0,0,2021-03-20,,,168,44,13.0
2383,2020-12-18,2021-02-24,40.0,Male,East Jason,1,1,1,2021-01-01,2020-12-18,2021-01-04,23,12,3.0
2384,2020-04-02,2020-12-12,28.0,Female,New Charlesland,0,2,0,,2020-10-07,,118,22,4.0
2385,2020-10-12,2022-08-07,35.0,Male,Lake Jason,2,0,0,2021-08-30,,,239,86,4.0
2386,2021-09-16,2023-07-13,45.0,Female,North Johnnyfurt,0,0,0,,,,81,71,26.0
2387,2020-05-24,2023-01-06,56.0,Male,West Barbara,2,0,1,2022-03-11,,2020-07-03,223,2,24.0
2388,2020-06-27,2022-04-20,40.0,Male,Stevensonmouth,0,0,0,,,,321,65,8.0
2389,2020-11-30,2024-03-30,21.0,Male,Kirkborough,0,1,1,,2023-08-24,2022-05-10,185,135,20.0
2390,2022-07-03,2023-10-12,43.0,Female,Port Adammouth,0,0,0,,,,213,73,4.0
2391,2021-10-12,2022-08-17,61.0,Male,New Anthonyville,0,0,0,,,,69,55,13.0
2392,2024-04-23,2024-05-29,43.0,Female,Catherinestad,3,0,1,2024-05-11,,2024-05-06,11,6,1.0
2393,2022-04-30,2022-12-04,24.0,Female,Port Katrina,0,0,1,,,2022-08-28,56,26,12.0
2394,2022-11-17,2024-05-23,53.0,Male,Shawnview,0,1,0,,2023-01-08,,162,19,23.0
2395,2020-03-15,2023-01-17,43.0,Male,Ramirezbury,2,0,1,2021-10-01,,2020-11-12,363,30,55.0
2396,2024-01-09,2024-03-07,63.0,Male,Acostaport,1,0,1,2024-02-21,,2024-03-01,14,3,1.0
2397,2023-05-29,2024-01-27,25.0,Male,Ramirezstad,0,2,1,,2024-01-22,2023-09-16,113,7,9.0
2398,2021-12-02,2024-05-23,32.0,Female,Lake Kathyland,0,0,1,,,2023-10-02,336,83,69.04999999999927
2399,2022-06-13,2022-06-26,65.0,Female,Pamelamouth,0,2,2,,2022-06-16,2022-06-16,1,1,1.0
2400,2024-04-20,2024-05-16,22.0,Female,Hannahport,1,0,0,2024-04-29,,,4,2,1.0
2401,2024-03-18,2024-03-20,61.0,Female,Taylorbury,0,0,0,,,,1,1,1.0
2402,2022-11-12,2023-07-25,43.0,Male,Levymouth,0,0,0,,,,17,42,5.0
2403,2023-05-23,2024-04-17,34.0,Male,Gregoryfort,0,1,0,,2024-04-02,,10,32,23.0
2404,2021-07-22,2022-03-13,64.0,Male,Faulknerville,0,0,0,,,,66,22,6.0
2405,2020-02-14,2022-06-26,43.0,Female,Stewartview,1,0,1,2021-11-20,,2021-09-02,96,139,24.0
2406,2023-06-26,2024-02-10,32.0,Male,South Bonniebury,2,0,0,2023-09-26,,,17,5,1.0
2407,2022-05-14,2023-10-23,47.0,Female,Hughesfurt,1,0,1,2022-07-08,,2022-09-25,205,101,1.0
2408,2021-12-16,2024-01-13,37.0,Male,Jasonside,1,1,0,2022-09-12,2023-12-18,,361,26,18.0
2409,2021-09-04,2023-12-16,39.0,Female,Emilychester,0,1,2,,2023-03-11,2023-05-08,363,85,69.04999999999927
2410,2021-11-30,2023-08-08,62.0,Male,New Corey,0,0,0,,,,37,61,36.0
2411,2023-04-05,2023-06-16,59.0,Male,Johnsonport,0,0,2,,,2023-06-08,13,12,5.0
2413,2024-02-21,2024-04-16,51.0,Male,Port Eileen,1,1,0,2024-03-18,2024-04-06,,18,6,4.0
2414,2021-06-11,2022-02-02,66.0,Male,West Cynthialand,0,1,0,,2022-01-09,,84,27,12.0
2415,2020-12-04,2022-08-23,66.0,Male,North Amberland,0,0,0,,,,242,36,9.0
2416,2021-05-16,2022-09-09,20.0,Male,New Kyleburgh,0,0,0,,,,136,29,27.0
2417,2020-05-05,2023-07-17,59.0,Male,New Taylorberg,0,0,1,,,2022-07-22,8,34,67.0
2418,2023-08-17,2024-04-07,37.0,Male,North Alexanderbury,0,0,0,,,,55,32,7.0
2420,2024-03-13,2024-03-23,43.0,Female,Lake Colin,0,1,1,,2024-03-19,2024-03-13,1,1,1.0
2421,2020-11-26,2021-05-05,43.0,Female,New Mariofurt,1,0,2,2021-03-29,,2021-04-25,62,21,3.0
2422,2020-05-09,2022-10-04,43.0,Male,Fuentesbury,0,1,0,,2021-05-29,,28,9,28.0
2423,2021-06-24,2022-05-23,30.0,Female,South Emilyborough,0,0,0,,,,100,12,28.0
2424,2020-01-14,2023-02-01,20.0,Female,Owensbury,0,1,0,,2022-02-22,,23,23,69.04999999999927
2425,2021-06-13,2023-06-02,26.0,Male,East Philip,1,0,1,2021-08-03,,2022-05-19,18,44,46.0
2426,2021-10-16,2024-03-24,20.0,Male,West Thomas,1,0,1,2023-05-09,,2023-04-18,35,95,20.0
2427,2021-12-12,2023-09-01,43.0,Female,North Barbara,1,0,0,2022-06-26,,,304,89,56.0
2428,2022-11-09,2023-10-02,67.0,Male,New Tamara,1,1,0,2023-09-13,2023-07-15,,101,3,21.0
2429,2023-01-25,2024-04-03,55.0,Female,Benjaminborough,0,0,0,,,,33,12,32.0
2430,2023-05-11,2024-03-03,53.0,Male,East Donaldstad,0,1,0,,2023-06-03,,3,6,5.0
2431,2022-03-10,2023-02-27,50.0,Female,Timothyburgh,0,0,0,,,,16,40,10.0
2432,2022-07-25,2024-02-09,43.0,Female,Shortton,0,0,0,,,,126,29,55.0
2433,2020-07-24,2023-09-02,21.0,Male,North Brandonberg,1,0,1,2021-11-12,,2020-12-09,363,1,7.0
2434,2020-04-10,2024-02-27,35.0,Female,Susanton,0,0,0,,,,288,139,69.04999999999927
2435,2021-08-09,2024-02-02,62.0,Male,Port Melissaberg,0,1,0,,2021-09-23,,132,139,69.04999999999927
2436,2021-01-09,2024-02-21,61.0,Female,Thomasborough,0,0,1,,,2022-10-05,252,101,4.0
2437,2021-02-01,2022-06-26,37.0,Male,Heatherbury,0,2,0,,2022-04-06,,253,67,33.0
2438,2021-12-14,2023-04-05,60.0,Male,West Lawrence,1,0,0,2023-01-11,,,105,68,3.0
2439,2022-01-25,2023-06-11,26.0,Female,Melanieborough,1,1,0,2022-11-26,2022-05-23,,97,62,49.0
2440,2022-10-06,2023-12-07,43.0,Female,Jenniferview,1,0,1,2022-11-02,,2023-07-03,153,48,26.0
2441,2021-07-12,2023-03-20,18.0,Female,Port Toniborough,0,0,0,,,,68,86,39.0
2442,2022-08-23,2023-05-10,48.0,Male,Port Jacob,1,0,0,2022-10-08,,,13,41,19.0
2443,2020-02-24,2021-12-05,37.0,Male,Jacksonfurt,0,1,0,,2020-06-26,,168,6,51.0
2444,2022-05-18,2022-10-14,62.0,Male,North Williamview,0,0,0,,,,13,25,8.0
2446,2020-02-28,2020-04-05,43.0,Male,Jamesview,1,0,2,2020-02-28,,2020-03-18,8,5,2.0
2447,2022-05-19,2022-09-27,37.0,Female,North Patrickmouth,0,1,0,,2022-05-31,,58,2,10.0
2448,2020-11-14,2022-07-26,59.0,Female,Stevenport,0,0,2,,,2021-10-08,242,14,25.0
2449,2021-08-16,2022-02-19,54.0,Male,New Parker,0,0,0,,,,69,13,2.0
2450,2020-01-25,2020-01-28,46.0,Female,East Kurt,1,0,0,2020-01-25,,,1,1,1.0
2451,2020-04-10,2022-12-06,26.0,Female,Jessicamouth,1,0,0,2021-05-24,,,24,97,43.0
2452,2020-09-23,2022-11-22,56.0,Female,Simmonstown,1,0,0,2022-03-03,,,279,20,44.0
2453,2024-02-27,2024-04-12,61.0,Female,Avilamouth,0,1,0,,2024-03-28,,1,8,1.0
2455,2024-02-04,2024-03-27,62.0,Male,South Jenniferfort,0,0,0,,,,2,6,1.0
2456,2021-02-21,2022-06-12,36.0,Male,Wilsonhaven,0,0,0,,,,18,39,21.0
2457,2023-04-15,2023-05-18,57.0,Female,Chelseahaven,1,0,0,2023-04-16,,,7,5,1.0
2458,2024-04-18,2024-05-10,42.0,Male,North John,1,0,1,2024-05-09,,2024-04-24,10,2,1.0
2459,2022-12-01,2023-09-19,46.0,Female,East Jeffrey,0,1,1,,2023-02-10,2023-05-09,106,48,25.0
2460,2022-06-03,2024-03-18,43.0,Male,East Briannaton,0,0,0,,,,132,106,59.0
2461,2021-11-20,2022-01-03,20.0,Male,Brentton,1,0,2,2022-01-02,,2021-12-10,6,7,1.0
2462,2024-02-22,2024-03-24,43.0,Female,Colemouth,0,0,0,,,,11,1,1.0
2463,2020-01-24,2021-11-06,57.0,Male,Mariaview,0,0,1,,,2020-08-12,98,97,21.0
2464,2021-03-01,2022-10-30,68.0,Female,Lake Jodi,1,0,0,2021-11-19,,,133,16,52.0
2465,2021-06-14,2022-12-20,49.0,Male,Port Michael,0,0,1,,,2022-03-23,154,6,33.0
2466,2023-03-16,2024-01-03,32.0,Female,Lake Amandashire,0,0,1,,,2023-07-14,15,29,17.0
2467,2022-12-26,2024-04-18,20.0,Female,South Todd,0,0,0,,,,9,42,35.0
2468,2021-09-21,2023-11-22,43.0,Female,Williamsmouth,0,2,0,,2023-01-19,,80,124,21.0
2469,2020-06-01,2023-03-02,52.0,Male,Jameschester,0,2,0,,2021-08-04,,361,139,69.04999999999927
2470,2022-09-19,2023-02-08,62.0,Female,Dawnbury,0,0,0,,,,18,15,6.0
2471,2021-06-02,2023-02-07,43.0,Male,Kevinbury,0,0,1,,,2022-02-04,138,7,48.0
2473,2020-05-26,2022-08-24,38.0,Male,Rebeccabury,0,2,0,,2021-05-30,,183,40,30.0
2474,2022-06-21,2023-02-26,52.0,Male,Thomasberg,3,0,0,2023-01-30,,,36,20,6.0
2475,2022-10-25,2024-02-21,49.0,Male,Adamland,1,1,0,2023-10-07,2023-11-11,,148,17,4.0
2476,2020-12-13,2021-01-23,66.0,Male,New Reginald,0,1,0,,2021-01-08,,4,2,2.0
